id,global_id,name,ward_code,number_of_students,number_of_teachers,sub_type,management,education_type,category,timestamp,lga_name,lga_code,state_code,state_name,longitude,latitude
883526,72795225-ca06-4f1e-9846-e6c200825003,Ngoshe Primary School,11111,,,Primary,Unknown,Formal,Primary,2020-12-11T13:46:19Z,Gwoza,111,BR,Borno,13.791667782579744,11.128952564547925
883527,c4aa5530-ac32-4d79-affd-8456039e7d7c,Pulka Primary School,11112,,,Primary,Unknown,Formal,Primary,2020-12-11T13:48:49Z,Gwoza,111,BR,Borno,13.7824261927128,11.219577603457411
883528,9b2d1ba5-19a0-4af2-99af-14fe5f8c21bd,Pulka Bording Primary School,11112,,,Primary,Unknown,Formal,Primary,2020-12-11T13:48:49Z,Gwoza,111,BR,Borno,13.781991332925635,11.236214781968188
883529,21942223-c29d-46ca-8417-d3f78a67cb71,Pulka Igadala Primary School,11112,,,Primary,Unknown,Formal,Primary,2020-12-11T13:48:49Z,Gwoza,111,BR,Borno,13.8013207276063,11.204391377393623
883530,3343ff18-b6c1-4c1d-8519-de18504ff693,Shave Primary School,11109,,,Primary,Unknown,Formal,Primary,2020-12-11T13:52:07Z,Gwoza,111,BR,Borno,13.87635,11.22881
883531,68edb3df-40f8-46b5-abc1-907fcfef98ae,Shiya Kudawa Primary School,11113,,,Primary,Unknown,Formal,Primary,2020-12-11T13:52:07Z,Gwoza,111,BR,Borno,13.606803268669864,11.154342788138235
883532,33c91f89-63a1-4079-b0f2-28656728714c,Takaskala Primary School,11107,,,Primary,Unknown,Formal,Primary,2020-12-11T13:54:49Z,Gwoza,111,BR,Borno,13.668600011117002,10.98744211611692
883533,b427990b-3c09-4286-aa58-576cc97c651c,Turkwapeta Primary School,11106,,,Primary,Unknown,Formal,Primary,2020-12-11T13:55:42Z,Gwoza,111,BR,Borno,13.731677603457412,11.126208991968024
883534,f3ca205a-a4b3-435b-b047-b7e8da828b6c,Uvaha Primary School,11107,,,Primary,Unknown,Formal,Primary,2020-12-11T13:58:44Z,Gwoza,111,BR,Borno,13.676362441010584,11.000988644840373
883535,46bb6fe9-7ced-4c1e-ba25-cdde059620f7,Vale Primary School,11109,,,Primary,Unknown,Formal,Primary,2020-12-11T13:59:55Z,Gwoza,111,BR,Borno,13.878274848670175,11.192194826436168
883536,30cd4b8f-685b-40d9-87ba-316cd7229ba8,Wizza Primary School,11112,,,Primary,Unknown,Formal,Primary,2020-12-11T13:59:55Z,Gwoza,111,BR,Borno,13.790199663989345,11.182887256329757
883537,5b04f3e7-0b54-4c54-9e12-7328f1d246f3,Yamtake Primary School,11107,,,Primary,Unknown,Formal,Primary,2020-12-11T13:59:55Z,Gwoza,111,BR,Borno,13.505722004946946,11.1059392946277
883538,67f17737-7674-4c1a-9c18-a8d4b435297b,Bwala Primary School,11204,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Hawul,112,BR,Borno,12.308016237180794,10.496710660904323
883539,c79fd554-e7aa-47f8-9e9e-195f84b747fe,Dzamtikir Primary School,11209,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Hawul,112,BR,Borno,12.302028903032056,10.459756148244804
883540,73b97c5a-d619-4f46-9980-489281a64704,Dzar Central Primary School,11202,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Hawul,112,BR,Borno,12.111681578749952,10.56987241877659
883541,c84ee374-970c-493f-bbf3-278818a951f8,Fela Ola Primary School,11211,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Hawul,112,BR,Borno,12.186483353922894,10.55282044224732
883542,51852a6a-d73a-4729-b71e-7e154caf5be4,Guburku Primary School,11203,,,Primary,Unknown,Formal,Primary,2020-12-11T14:02:06Z,Hawul,112,BR,Borno,12.04287072267299,10.298414702898828
